city,district,neighborhood,Fiyat,İlan Tarihi,İlan No,Marka,Seri,Model,Yıl,Yakıt,Vites,Araç Durumu,KM,Kasa Tipi,Motor Gücü,Motor Hacmi,Çekiş,Renk,Garanti,Ağır Hasar Kayıtlı,Plaka / Uyruk,Kimden,Takas
İstanbul,Sultanbeyli,Abdurrahmangazi Mah.,768.000 TL,17 Ekim 2024,1201627982,Fiat,Egea,1.6 Multijet Urban Plus,2019,Dizel,Otomatik,İkinci El,119.000,Hatchback 5 kapı,120 hp,1598 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İstanbul,Sancaktepe,Eyüp Sultan Mh.,469.500 TL,17 Ekim 2024,1205238808,Fiat,Linea,1.3 Multijet Pop,2014,Dizel,Manuel,İkinci El,257.000,Sedan,95 hp,1248 cc,Önden Çekiş,Füme,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Antalya,Manavgat,Örnek Mh.,610.000 TL,17 Ekim 2024,1205225536,Fiat,Egea,1.3 Multijet Urban,2017,Dizel,Manuel,İkinci El,200.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İstanbul,Başakşehir,Bahçeşehir 2. Kısım Mh.,658.000 TL,17 Ekim 2024,1205195651,Fiat,Egea,1.6 Multijet Comfort,2017,Dizel,Otomatik,İkinci El,159.000,Sedan,120 hp,1598 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
Antalya,Kepez,Ünsal Mh.,799.000 TL,17 Ekim 2024,1194991905,Fiat,Egea,1.6 Multijet Easy Plus,2021,Dizel,Manuel,İkinci El,6.001,Sedan,151 - 175 HP,1601 - 1800 cm3,Önden Çekiş,Beyaz,Hayır,Evet,Türkiye (TR) Plakalı,Galeriden,Evet
Ankara,Akyurt,Balıkhisar Mh.,789.000 TL,17 Ekim 2024,1205189486,Fiat,Egea,1.6 Multijet Easy,2021,Dizel,Manuel,İkinci El,79.000,Sedan,130 hp,1598 cc,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Isparta,Merkez,Davraz Mah.,735.000 TL,17 Ekim 2024,1198278390,Fiat,Egea,1.4 Fire Easy Plus,2023,Benzin & LPG,Manuel,İkinci El,69.000,Sedan,95 hp,1368 cc,Önden Çekiş,Mavi,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İstanbul,Esenyurt,Gökevler Mh.,345.000 TL,17 Ekim 2024,1188630127,Fiat,Linea,1.3 Multijet Active Plus,2012,Dizel,Manuel,İkinci El,374.000,Sedan,95 hp,1248 cc,Önden Çekiş,Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
Edirne,Merkez,İstasyon Mh.,364.750 TL,17 Ekim 2024,1205168106,Fiat,Linea,1.3 Multijet Active Plus,2012,Dizel,Manuel,İkinci El,282.000,Sedan,90 hp,1248 cc,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Kütahya,Merkez,Osmangazi Mah.,419.000 TL,17 Ekim 2024,1205160176,Fiat,Albea,Sole 1.4 Fire Active,2009,Benzin & LPG,Manuel,İkinci El,180.000,Sedan,77 hp,1368 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İstanbul,Bağcılar,Göztepe Mh.,598.000 TL,17 Ekim 2024,1198255687,Fiat,Egea,1.3 Multijet Easy Plus,2018,Dizel,Manuel,İkinci El,175.000,Sedan,76 - 100 HP,1300 cm3' e kadar,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İstanbul,Bağcılar,Göztepe Mh.,660.000 TL,17 Ekim 2024,1205138262,Fiat,Egea,1.3 Multijet Easy,2022,Dizel,Manuel,İkinci El,101.216,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Diyarbakır,Bağlar,Bağcılar Mh.,709.750 TL,17 Ekim 2024,1201510747,Fiat,Egea,1.3 Multijet Easy,2023,Dizel,Manuel,İkinci El,76.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Mersin,Yenişehir,Palmiye Mah.,217.000 TL,17 Ekim 2024,1201452911,Fiat,Albea,1.3 Multijet Dynamic,2006,Dizel,Manuel,İkinci El,378.000,Sedan,70 hp,1248 cc,Önden Çekiş,Gümüş Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
Tekirdağ,Çerkezköy,Veliköy Mh.,718.025 TL,17 Ekim 2024,1199289698,Fiat,Egea,1.4 Fire Easy,2023,Benzin,Manuel,İkinci El,36.000,Sedan,95 hp,1368 cc,Önden Çekiş,Gri,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İstanbul,Ümraniye,Çakmak Mh.,765.000 TL,16 Ekim 2024,1204982534,Fiat,Egea,1.4 Fire Easy Plus,2023,Benzin,Manuel,İkinci El,18.000,Sedan,95 hp,1368 cc,Önden Çekiş,Gri,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
Uşak,Merkez,Fevzi Çakmak Mh.,649.000 TL,16 Ekim 2024,1204954386,Fiat,Egea,1.4 Fire Easy,2020,Benzin,Manuel,İkinci El,45.000,Sedan,95 hp,1368 cc,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Bilecik,Merkez,Hürriyet Mh.,695.000 TL,16 Ekim 2024,1204943418,Fiat,Egea,1.4 Fire Easy Plus,2021,Benzin & LPG,Manuel,İkinci El,119.000,Sedan,76 - 100 HP,1301 - 1600 cm3,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
Ankara,Akyurt,Balıkhisar Mh.,569.000 TL,16 Ekim 2024,1204927192,Fiat,Egea,1.6 Multijet Lounge,2015,Dizel,Manuel,İkinci El,245.000,Sedan,120 hp,1598 cc,Önden Çekiş,Mavi,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İstanbul,Ataşehir,Atatürk Mh.,678.950 TL,16 Ekim 2024,1204928724,Fiat,500 Ailesi,500L 1.3 Mjet Panoramic Edition,2013,Dizel,Otomatik,İkinci El,171.000,MPV,85 hp,1248 cc,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
Kayseri,Kocasinan,Seyrani Mah.,599.750 TL,16 Ekim 2024,1204925839,Fiat,Egea,1.4 Fire Easy,2021,Benzin,Manuel,İkinci El,133.000,Sedan,95 hp,1368 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
Bingöl,Merkez,Şehit Mustafa Gündoğdu Mh.,595.000 TL,16 Ekim 2024,1204905556,Fiat,Egea,1.4 Fire Easy Plus,2021,Benzin,Manuel,İkinci El,113.000,Sedan,101 - 125 HP,1301 - 1600 cm3,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İstanbul,Sarıyer,Maslak Mah.,1.115.000 TL,16 Ekim 2024,1193863796,Fiat,500 Ailesi 500 E,La Prima,2023,Elektrik,Otomatik,İkinci El,25.015,Hatchback 3 kapı,118 hp,,Önden Çekiş,Füme,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
İstanbul,Üsküdar,Küçük Çamlıca Mh.,695.000 TL,16 Ekim 2024,1204898112,Fiat,Egea,1.4 Fire Easy,2021,Benzin,Manuel,İkinci El,87.000,Sedan,95 hp,1368 cc,Önden Çekiş,Füme,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Yozgat,Sorgun,Agahefendi Mah.,679.500 TL,16 Ekim 2024,1204889452,Fiat,Egea,1.4 Fire Easy Plus,2022,Benzin,Manuel,İkinci El,54.900,Sedan,95 hp,1368 cc,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Kayseri,Melikgazi,Keykubat Mah.,229.500 TL,16 Ekim 2024,1198024395,Fiat,Palio,1.4 EL,1999,Benzin & LPG,Manuel,İkinci El,308.000,Hatchback 5 kapı,77 hp,1368 cc,Önden Çekiş,Gümüş Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Ankara,Yenimahalle,İvedik OSB,770.000 TL,16 Ekim 2024,1204840108,Fiat,500 Ailesi,500L 1.3 Mjet PopStar,2016,Dizel,Otomatik,İkinci El,105.000,MPV,95 hp,1248 cc,Önden Çekiş,Kırmızı,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Giresun,Merkez,Hacısiyam Mh.,445.000 TL,16 Ekim 2024,1173646431,Fiat,Linea,1.3 Multijet Urban,2012,Dizel,Manuel,İkinci El,299.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
Osmaniye,Merkez,Şirinevler Mh.,649.750 TL,16 Ekim 2024,1176521816,Fiat,Egea,1.4 Fire Easy,2019,Benzin & LPG,Manuel,İkinci El,77.000,Sedan,95 hp,1368 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İzmir,Tire,Fatih,645.600 TL,15 Ekim 2024,1204705098,Fiat,Egea,1.4 Fire Urban,2021,Benzin,Manuel,İkinci El,110.300,Sedan,95 hp,1368 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Denizli,Pamukkale,15 Mayıs Mh.,840.000 TL,15 Ekim 2024,1204702353,Fiat,Egea,1.3 Multijet Easy,2023,Dizel,Manuel,İkinci El,51.800,Sedan,95 hp,1248 cc,Önden Çekiş,Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İstanbul,Beykoz,Çiftlik Mh.,334.500 TL,15 Ekim 2024,1204677144,Fiat,Punto,1.3 Multijet Dynamic,2006,Dizel,Manuel,İkinci El,290.000,Hatchback 5 kapı,70 hp,1251 cc,Önden Çekiş,Lacivert,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Ankara,Altındağ,Battalgazi Mh.,239.900 TL,15 Ekim 2024,1201084533,Fiat,Palio,1.4 EL Weekend,1999,Benzin & LPG,Manuel,İkinci El,299.000,Station Wagon,74 hp,1400 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
Kocaeli,Derince,Sırrıpaşa Mh.,369.500 TL,15 Ekim 2024,1204659957,Fiat,Linea,1.3 Multijet Active Plus,2012,Dizel,Manuel,İkinci El,280.000,Sedan,95 hp,1248 cc,Önden Çekiş,Gümüş Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İstanbul,Silivri,Alipaşa Mh.,625.000 TL,15 Ekim 2024,1204654267,Fiat,Egea,1.3 Multijet Urban Plus,2020,Dizel,Manuel,İkinci El,154.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Ankara,Sincan,Mustafa Kemal Mah.,529.000 TL,15 Ekim 2024,1204644692,Fiat,Egea,1.3 Multijet Easy,2016,Dizel,Manuel,İkinci El,206.200,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
Bursa,Gürsu,Yenidoğan Mh.,710.000 TL,15 Ekim 2024,1204642771,Fiat,Egea,1.4 Fire Easy Plus,2022,Benzin,Manuel,İkinci El,23.500,Sedan,95 hp,1368 cc,Önden Çekiş,Füme,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Tekirdağ,Süleymanpaşa,Namık Kemal Mh.,385.000 TL,15 Ekim 2024,1204636873,Fiat,Albea,1.2 Active,2005,Benzin,Manuel,İkinci El,225.000,Sedan,80 hp,1242 cc,Önden Çekiş,Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Ankara,Sincan,Mustafa Kemal Mah.,649.000 TL,15 Ekim 2024,1204634789,Fiat,Egea,1.4 Fire Easy,2022,Benzin,Manuel,İkinci El,100.000,Sedan,95 hp,1368 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İstanbul,Kadıköy,Merdivenköy Mh.,327.500 TL,15 Ekim 2024,1197389580,Fiat,Linea,1.3 Multijet Active Plus,2012,Dizel,Manuel,İkinci El,175.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Evet,Türkiye (TR) Plakalı,Galeriden,Hayır
İstanbul,Bağcılar,Göztepe Mh.,699.000 TL,15 Ekim 2024,1204607173,Fiat,Egea,1.3 Multijet Easy Plus,2021,Dizel,Manuel,İkinci El,80.000,Sedan,76 - 100 HP,1300 cm3' e kadar,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
İstanbul,Şişli,Ergenekon Mah.,740.000 TL,15 Ekim 2024,1202892045,Fiat,Egea,1.3 Multijet Urban Plus,2020,Dizel,Manuel,İkinci El,82.900,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
Mardin,Nusaybin,Gırnavas Mh.,635.000 TL,15 Ekim 2024,1204591236,Fiat,Egea,1.4 Fire Urban,2016,Benzin & LPG,Manuel,İkinci El,70.000,Sedan,95 hp,1368 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
Giresun,Bulancak,Güzelyalı Mh.,705.000 TL,15 Ekim 2024,1168456053,Fiat,Egea,1.4 Fire Easy,2021,Benzin,Manuel,İkinci El,16.000,Sedan,95 hp,1368 cc,Önden Çekiş,Kırmızı,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Ankara,Etimesgut,Yeni Bağlıca Mh.,817.500 TL,15 Ekim 2024,1204575195,Fiat,Egea,1.6 Multijet Easy,2022,Dizel,Otomatik,İkinci El,75.000,Sedan,130 hp,1598 cc,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İstanbul,Avcılar,Yeşilkent Mh.,489.500 TL,15 Ekim 2024,1200975326,Fiat,Linea,1.3 Multijet Lounge,2014,Dizel,Manuel,İkinci El,192.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Ankara,Akyurt,Balıkhisar Mh.,417.500 TL,15 Ekim 2024,1197753341,Fiat,Linea,1.3 Multijet Active Plus,2014,Dizel,Manuel,İkinci El,248.500,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İstanbul,Büyükçekmece,Yenimahalle Mah.,619.000 TL,15 Ekim 2024,1200924647,Fiat,Egea,1.3 Multijet Easy,2020,Dizel,Manuel,İkinci El,137.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
Elazığ,Merkez,Cumhuriyet Mah.,726.900 TL,15 Ekim 2024,1204451601,Fiat,Egea,1.3 Multijet Easy,2021,Dizel,Manuel,İkinci El,121.500,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Muğla,Milas,Selimiye,315.000 TL,14 Ekim 2024,1204431417,Fiat,Albea,Sole 1.3 Multijet Dynamic,2010,Dizel,Manuel,İkinci El,447.100,Sedan,70 hp,1248 cc,Önden Çekiş,Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Edirne,Keşan,İspat Cami Mh.,685.000 TL,14 Ekim 2024,1204397561,Fiat,Egea,1.6 Multijet Easy,2019,Dizel,Otomatik,İkinci El,180.000,Sedan,120 hp,1598 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Kastamonu,Merkez,Kuzeykent Mah.,667.000 TL,14 Ekim 2024,1204391341,Fiat,Egea,1.3 Multijet Easy Plus,2017,Dizel,Manuel,İkinci El,117.000,Sedan,76 - 100 HP,1300 cm3' e kadar,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
Muğla,Milas,Firuzpaşa - Gazipaşa Mh.,505.000 TL,14 Ekim 2024,1204366664,Fiat,Punto,1.4 Easy S&S,2014,Benzin & LPG,Manuel,İkinci El,163.500,Hatchback 5 kapı,77 hp,1368 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İstanbul,Ataşehir,Atatürk Mh.,829.000 TL,14 Ekim 2024,1204369234,Fiat,500 Ailesi,500L 1.3 Mjet PopStar,2017,Dizel,Otomatik,İkinci El,77.000,MPV,95 hp,1248 cc,Önden Çekiş,Mavi,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Antalya,Manavgat,Ilıca Mh.,875.000 TL,14 Ekim 2024,1204356914,Fiat,Egea,1.6 Multijet Easy,2022,Dizel,Otomatik,İkinci El,75.000,Sedan,130 hp,1598 cc,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
Bursa,Kestel,Vanimehmet Mah.,540.000 TL,14 Ekim 2024,1204329389,Fiat,Egea,1.3 Multijet Urban Plus,2018,Dizel,Manuel,İkinci El,220.836,Sedan,76 - 100 HP,1300 cm3' e kadar,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
Elazığ,Merkez,Sürsürü Mh.,259.000 TL,14 Ekim 2024,1204323769,Fiat,Marea,1.6 Liberty,2004,Benzin & LPG,Manuel,İkinci El,271.000,Sedan,103 hp,1596 cc,Önden Çekiş,Gümüş Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İstanbul,Avcılar,Denizköşkler Mh.,765.000 TL,14 Ekim 2024,1204316150,Fiat,Egea,1.4 Fire Easy,2023,Benzin,Manuel,İkinci El,16.000,Sedan,95 hp,1368 cc,Önden Çekiş,Kırmızı,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Gaziantep,Şehitkamil,Fıstıklık Mh.,675.000 TL,14 Ekim 2024,1200811271,Fiat,Egea,1.3 Multijet Urban Plus,2020,Dizel,Manuel,İkinci El,184.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Antalya,Alanya,Güller Pınarı Mh.,719.750 TL,14 Ekim 2024,1204307229,Fiat,Egea,1.4 Fire Urban,2021,Benzin,Manuel,İkinci El,59.000,Sedan,95 hp,1368 cc,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İstanbul,Avcılar,Denizköşkler Mh.,765.000 TL,14 Ekim 2024,1204291873,Fiat,Egea,1.4 Fire Easy Plus,2023,Benzin,Manuel,İkinci El,15.000,Sedan,95 hp,1368 cc,Önden Çekiş,Füme,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Manisa,Turgutlu,Selvilitepe Mah.,557.750 TL,14 Ekim 2024,1200792310,Fiat,Egea,1.4 Fire Easy,2019,Benzin,Manuel,İkinci El,173.000,Sedan,95 hp,1368 cc,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Kocaeli,Gebze,Hacıhalil Mh.,705.000 TL,14 Ekim 2024,1197256629,Fiat,Egea,1.4 Fire Urban,2022,Benzin,Manuel,İkinci El,93.500,Sedan,95 hp,1368 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
Kütahya,Merkez,Fuatpaşa Mh.,640.000 TL,14 Ekim 2024,1204203036,Fiat,Egea,1.4 Fire Urban,2016,Benzin & LPG,Manuel,İkinci El,78.000,Sedan,95 hp,1368 cc,Önden Çekiş,Kırmızı,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İstanbul,Ataşehir,İçerenköy Mh.,220.000 TL,14 Ekim 2024,1204178134,Fiat,Albea,Sole 1.3 Multijet Active Plus,2012,Dizel,Manuel,İkinci El,235.000,Sedan,70 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Edirne,Uzunköprü,Mescit Mah.,265.000 TL,13 Ekim 2024,1204060866,Fiat,Albea,1.3 Multijet Dynamic,2004,Dizel,Manuel,İkinci El,309.000,Sedan,70 hp,1248 cc,Önden Çekiş,Bej,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
Ankara,Akyurt,Yıldırım Mh.,665.000 TL,13 Ekim 2024,1197481161,Fiat,Egea,1.4 Fire Easy,2022,Benzin,Manuel,İkinci El,96.000,Sedan,95 hp,1368 cc,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Aksaray,Ortaköy,Zafer Mah.,549.000 TL,13 Ekim 2024,1192111260,Fiat,Egea,1.3 Multijet Easy,2018,Dizel,Manuel,İkinci El,175.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Muğla,Köyceğiz,Zeytinalanı Mh.,395.000 TL,13 Ekim 2024,1197213039,Fiat,Linea,1.3 Multijet Actual Plus,2014,Dizel,Manuel,İkinci El,649.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Denizli,Merkezefendi,Sümer Mh.,309.000 TL,13 Ekim 2024,1197331673,Fiat,Palio,1.3 Multijet Dynamic,2006,Dizel,Manuel,İkinci El,304.542,Hatchback 5 kapı,70 hp,1248 cc,Önden Çekiş,Gümüş Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İstanbul,Esenler,Yavuz Selim Mah.,419.000 TL,13 Ekim 2024,1203817259,Fiat,Linea,1.3 Multijet Pop,2015,Dizel,Manuel,İkinci El,190.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İstanbul,Bayrampaşa,Muratpaşa Mh.,690.000 TL,13 Ekim 2024,1203945409,Fiat,Egea,1.4 Fire Easy,2021,Benzin,Manuel,İkinci El,6.500,Sedan,95 hp,1368 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Konya,Karatay,Ulubatlıhasan Mh.,230.000 TL,12 Ekim 2024,1200507027,Fiat,UNO,70 S,2001,Benzin & LPG,Manuel,İkinci El,192.000,Hatchback 5 kapı,71 hp,1372 cc,Önden Çekiş,Gümüş Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Mersin,Akdeniz,Üçocak Mh.,615.000 TL,12 Ekim 2024,1200478049,Fiat,Egea,1.3 Multijet Easy,2020,Dizel,Manuel,İkinci El,115.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
Kastamonu,Merkez,Kuzeykent Mah.,565.000 TL,12 Ekim 2024,1203882194,Fiat,Linea,1.3 Multijet Pop,2015,Dizel,Manuel,İkinci El,130.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
Aydın,Çine,Hamitabat Mh.,260.000 TL,12 Ekim 2024,1203854359,Fiat,Albea,Sole 1.3 Multijet Dynamic,2009,Dizel,Manuel,İkinci El,29.000,Sedan,70 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Adana,Yüreğir,Sarıçam Mh.,415.000 TL,12 Ekim 2024,1203853020,Fiat,Egea,1.3 Multijet Easy,2018,Dizel,Manuel,İkinci El,172.506,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
Tekirdağ,Çorlu,Önerler Mh.,685.000 TL,12 Ekim 2024,1203842583,Fiat,Egea,1.3 Multijet Easy,2020,Dizel,Manuel,İkinci El,140.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Mersin,Toroslar,Korukent Mah.,699.000 TL,12 Ekim 2024,1203824034,Fiat,Egea,1.6 Multijet Easy,2020,Dizel,Otomatik,İkinci El,130.000,Sedan,120 hp,1598 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
Denizli,Merkezefendi,Kumkısık Mh.,559.900 TL,12 Ekim 2024,1203814500,Fiat,500 Ailesi,500 1.2 Lounge,2013,Benzin,Otomatik,İkinci El,134.885,Hatchback 3 kapı,69 hp,1242 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Adana,Ceyhan,Burhaniye Mah.,805.000 TL,12 Ekim 2024,1197281690,Fiat,Egea,1.4 Fire Urban,2023,Benzin & LPG,Manuel,İkinci El,35.000,Sedan,95 hp,1368 cc,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
İstanbul,Avcılar,Denizköşkler Mh.,815.000 TL,12 Ekim 2024,1203772437,Fiat,Egea,1.3 Multijet Easy Plus,2023,Dizel,Manuel,İkinci El,29.000,Sedan,95 hp,1248 cc,Önden Çekiş,Mavi,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İstanbul,Esenyurt,Turgut Özal Mh.,784.750 TL,12 Ekim 2024,1203759430,Fiat,Egea,1.6 Multijet Urban Plus,2020,Dizel,Otomatik,İkinci El,135.000,Hatchback 5 kapı,120 hp,1598 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İstanbul,Bağcılar,Göztepe Mh.,465.000 TL,12 Ekim 2024,1200372206,Fiat,Linea,1.4 Fire Pop,2017,Benzin & LPG,Manuel,İkinci El,103.000,Sedan,77 hp,1368 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
Niğde,Merkez,İlhanlı Mh.,700.000 TL,12 Ekim 2024,1190674323,Fiat,Egea,1.4 Fire Urban,2021,Benzin,Manuel,İkinci El,78.000,Hatchback 5 kapı,95 hp,1368 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Hatay,Reyhanlı,Yeni Mah.,565.000 TL,11 Ekim 2024,1200273965,Fiat,Egea,1.4 Fire Easy,2021,Benzin,Manuel,İkinci El,113.000,Sedan,95 hp,1368 cc,Önden Çekiş,Füme,Hayır,Evet,Türkiye (TR) Plakalı,Galeriden,Evet
Antalya,Kepez,Habibler Mh.,740.000 TL,11 Ekim 2024,1203637345,Fiat,Egea,1.3 Multijet Easy,2020,Dizel,Manuel,İkinci El,95.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
